PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
18633702	18633702	Open PDF	Duz	Duz B, Kaplan M, Bilgic S, Korkmaz A, Kahraman S.	2009	Neurochem Res	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	250-350 g	Thoracic	Compression	Oxidative stress	reduction of GSH-peroxidase levels			Clip	50 g	Systemic	Hypothermia		27-29_C	14	14	7	Decrease		>=200, <300	>=300, <400			
18633702	18633702	Open PDF	Duz	Duz B, Kaplan M, Bilgic S, Korkmaz A, Kahraman S.	2009	Neurochem Res	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	250-350 g	Thoracic	Compression	Oxidative stress	reduction of lipid peroxidation			Clip	50 g	Systemic	Hypothermia		27-29_C	14	14	7	Decrease		>=200, <300	>=300, <400			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	malonyldialdehyde (MDA) level			Epidural Clip	40 g	Systemic	Ketamine	Intraperitoneal	100 mg/kg	7	7	7	Decrease	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	Anti-oxidant agent release:catalase level			Epidural Clip	40 g	Systemic	Erythropoietin	Intraperitoneal	150 IU/kg	7	7	7	Increase	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	malonyldialdehyde (MDA) level			Epidural Clip	40 g	Systemic	Erythropoietin	Intraperitoneal	150 IU/kg	7	7	7	Decrease	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Pro-inflammatory Cytokine	TNF-_ level			Epidural Clip	40 g	Systemic	Erythropoietin	Intraperitoneal	150 IU/kg	7	7	7	Decrease	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	Anti-oxidant agent release:glutathione (GSH) level			Epidural Clip	40 g	Systemic	Erythropoietin	Intraperitoneal	150 IU/kg	7	7	7	Increase	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Pro-inflammatory Cytokine	TNF-_ level			Epidural Clip	40 g	Systemic	Ketamine	Intraperitoneal	100 mg/kg	7	7	7	Decrease	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	Anti-oxidant agent release:glutathione (GSH) level			Epidural Clip	40 g	Systemic	Ketamine	Intraperitoneal	100 mg/kg	7	7	7	Increase	12 h	>=200, <300	>=200, <300			
18635178	18635178	Open PDF	Yazihan	Yazihan N, Uzuner K, Salman B, Vural M, Koken T, Arslantas A.	2008	Injury	No effect	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Not defined	200-220 g	Thoracic	Compression	Oxidative stress	Anti-oxidant agent release:catalase level			Epidural Clip	40 g	Systemic	Ketamine	Intraperitoneal	100 mg/kg	7	7	7	No change	12 h	>=200, <300	>=200, <300			
18838063	18838063	Open PDF	Pinzon	Pinzon A, Marcillo A, Quintana A, Stamler S, Bunge MB, Bramlett HM, Dietrich WD.	2008	Brain Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	220-280 g	Thoracic	Contusion	Lesion volume				NYU impactor	10 g x 12.5 mm	Systemic	Minocycline	Intravenous	90 mg/kg at 0h and 45 mg/kg at 12h,24h	15	7		No change		>=200, <300	>=200, <300			
18838063	18838063	Open PDF	Pinzon	Pinzon A, Marcillo A, Quintana A, Stamler S, Bunge MB, Bramlett HM, Dietrich WD.	2008	Brain Res	No effect	Functional	Locomotor test	Rat	SD	Adult	Male	220-280 g	Thoracic	Contusion	BBB				NYU impactor	10 g x 12.5 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h and 45 mg/kg at 12h,24h	15	8		No change		>=200, <300	>=200, <300	42	12,1	11,8
18838063	18838063	Open PDF	Pinzon	Pinzon A, Marcillo A, Quintana A, Stamler S, Bunge MB, Bramlett HM, Dietrich WD.	2008	Brain Res	No effect	Functional	Locomotor test	Rat	SD	Adult	Male	220-280 g	Thoracic	Contusion	BBB				NYU impactor	10 g x 12.5 mm	Systemic	Minocycline	Intravenous	90 mg/kg at 0h and 45 mg/kg at 12h,24h	15	7		No change		>=200, <300	>=200, <300	42	12	11,8
18838063	18838063	Open PDF	Pinzon	Pinzon A, Marcillo A, Quintana A, Stamler S, Bunge MB, Bramlett HM, Dietrich WD.	2008	Brain Res	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	220-280 g	Thoracic	Contusion	Lesion volume				NYU impactor	10 g x 12.5 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h and 45 mg/kg at 12h,24h	15	8		No change		>=200, <300	>=200, <300			
18849175	18849175		Marchand	Marchand F, Tsantoulas C, Singh D, Grist J, Clark AK, Bradbury EJ, McMahon SB.	2008	Eur J Pain	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	220-250 g	Thoracic	Partial transection	Neuronal activity	c-fos expression		Left			Systemic	Minocycline	Intraperitoneal	40 mg/kg	8	8	8	Increase		>=200, <300	>=200, <300			
18849175	18849175		Marchand	Marchand F, Tsantoulas C, Singh D, Grist J, Clark AK, Bradbury EJ, McMahon SB.	2008	Eur J Pain	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Male	220-250 g	Thoracic	Partial transection	Inflammatory cells	microglial activation		Left			Systemic	Minocycline	Intraperitoneal	40 mg/kg	8	8	8	Decrease		>=200, <300	>=200, <300			
18849175	18849175		Marchand	Marchand F, Tsantoulas C, Singh D, Grist J, Clark AK, Bradbury EJ, McMahon SB.	2008	Eur J Pain	Positive	Functional	Sensory test	Rat	Wistar	Adult	Male	220-250 g	Thoracic	Partial transection	Thermal hyperalgesia			Left			Systemic	Minocycline	Intraperitoneal	40 mg/kg	8	8	8	Decrease	2 w	>=200, <300	>=200, <300			
18849175	18849175		Marchand	Marchand F, Tsantoulas C, Singh D, Grist J, Clark AK, Bradbury EJ, McMahon SB.	2008	Eur J Pain	Positive	Functional	Sensory test	Rat	Wistar	Adult	Male	220-250 g	Thoracic	Partial transection	Mechanical allodynia			Left			Systemic	Minocycline	Intraperitoneal	40 mg/kg	8	8	8	Decrease	2 w	>=200, <300	>=200, <300			
18930033	18930033	Open PDF	Xia	Xia Y, Zhao T, Li J, Li L, Hu R, Hu S, Feng H, Lin J.	2008	Biochem Biophys Res Commun	Positive	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Female	250-300 g	Thoracic	Partial transection	Astrogliosis	vimentin and GFAP expression at lesion site		Lateral hemisection			Local	Vimentin anti-sense cDNA	Intraspinal injection	6 _l, titer 3,9 x 108 cfu/ml	3	3		Decrease		>=200, <300	>=300, <400			
18930033	18930033	Open PDF	Xia	Xia Y, Zhao T, Li J, Li L, Hu R, Hu S, Feng H, Lin J.	2008	Biochem Biophys Res Commun	Positive	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Female	250-300 g	Thoracic	Partial transection	Glycosaminoglycans (chondroitin sulfate proteoglycans)	CSPGs (CS-56) immunostaining in the scar		Lateral hemisection			Local	Chondroitinase ABC	Intraspinal injection	6 _l of 10 U/ml	3	3		Decrease		>=200, <300	>=300, <400			
18930033	18930033	Open PDF	Xia	Xia Y, Zhao T, Li J, Li L, Hu R, Hu S, Feng H, Lin J.	2008	Biochem Biophys Res Commun	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	250-300 g	Thoracic	Partial transection	Cyst volume	cystic cavity		Lateral hemisection			Local	Chondroitinase ABC	Intraspinal injection	6 _l of 10 U/ml	3	3		Decrease		>=200, <300	>=300, <400			
18930033	18930033	Open PDF	Xia	Xia Y, Zhao T, Li J, Li L, Hu R, Hu S, Feng H, Lin J.	2008	Biochem Biophys Res Commun	No effect	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Female	250-300 g	Thoracic	Partial transection	Astrogliosis	vimentin and GFAP expression at lesion site		Lateral hemisection			Local	Chondroitinase ABC	Intraspinal injection	6 _l of 10 U/ml	3	3		No change		>=200, <300	>=300, <400			
19053058	19053058	Open PDF	Labombarda	Labombarda F, Gonz_lez SL, Lima A, Roig P, Guennoun R, Schumacher M, de Nicola AF.	2009	Glia	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Cell loss	increase of number of oligodendrocyte precursor cells (NG2+/Ox42-cells) in the injured spinal cord					Systemic	Progesterone	Subcutaneous	16 mg/kg/day	6	6	5	Decrease	3 d	>=200, <300	>=300, <400			
19053058	19053058	Open PDF	Labombarda	Labombarda F, Gonz_lez SL, Lima A, Roig P, Guennoun R, Schumacher M, de Nicola AF.	2009	Glia	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Myelination	proteolipid protein expression and Olig1m transcription factor involved in myelin repair					Systemic	Progesterone	Subcutaneous	16 mg/kg/day	6	6	5	Increase	3 w	>=200, <300	>=300, <400			
19053058	19053058	Open PDF	Labombarda	Labombarda F, Gonz_lez SL, Lima A, Roig P, Guennoun R, Schumacher M, de Nicola AF.	2009	Glia	Positive	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Oligodendroglia	induction of differentiation into mature oligodendrocytes (increasing expression of Olig2 and Nkx2.2)					Systemic	Progesterone	Subcutaneous	16 mg/kg/day	6	6	5	Increase	3 d	>=200, <300	>=300, <400			
19053058	19053058	Open PDF	Labombarda	Labombarda F, Gonz_lez SL, Lima A, Roig P, Guennoun R, Schumacher M, de Nicola AF.	2009	Glia	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Cell loss	increase of number of mature oligodendrocytes					Systemic	Progesterone	Subcutaneous	16 mg/kg/day	6	6	5	Decrease	3 w	>=200, <300	>=300, <400			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Neuronal regeneration	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Axonal regeneration	robust sprouting at the lesion site			Forceps		Local	Chondroitinase ABC	Intracerebroventricular infusion	6 _l of 10 U/ml	8	8	4	Increase		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Neuroprotection	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Cell loss	neuroprotection of corticospinal projection neurons			Forceps		Local	Chondroitinase ABC	Intracerebroventricular infusion	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Neuroprotection	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Cell loss	neuroprotection of corticospinal projection neurons			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Secondary degeneration	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Non-neuronal cells pathol.	cell atrophy			Forceps		Local	Chondroitinase ABC	Intracerebroventricular infusion	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Non-neuronal cell changes	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Glycosaminoglycans (chondroitin sulfate proteoglycans)	CSPG at site of injury			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Neuronal regeneration	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Axonal regeneration	robust sprouting at the lesion site			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	Increase		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Secondary degeneration	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Non-neuronal cells pathol.	cell atrophy			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	Positive	Non-functional	Non-neuronal cell changes	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Glycosaminoglycans (chondroitin sulfate proteoglycans)	CSPG at site of injury			Forceps		Local	Chondroitinase ABC	Intracerebroventricular infusion	6 _l of 10 U/ml	8	8	4	Decrease		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	No effect	Non-functional	Molecular changes	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Enzyme activity	GSK-3__ expression or phosphorylation			Forceps		Local	Chondroitinase ABC	Intracerebroventricular infusion	6 _l of 10 U/ml	8	8	4	No change		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	No effect	Non-functional	Molecular changes	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Enzyme activity	GSK-3__ expression or phosphorylation			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	No change		<100	<100			
19109493	19109493	Open PDF	Carter	Carter LM, Starkey ML, Akrimi SF, Davies M, McMahon SB, Bradbury EJ.	2008	J Neurosci	No effect	Non-functional	Molecular changes	Mouse	YFP-H	Adult	Male and female	20-25 g	Thoracic	Crush	Enzyme activity	PKC __II and Akt expression			Forceps		Local	Chondroitinase ABC	Intrathecal	6 _l of 10 U/ml	8	8	4	Increase		<100	<100			
19125588	19125588	Open PDF	Wang	Wang X, Budel S, Baughman K, Gould G, Song KH, Strittmatter SM.	2009	J Neurotrauma	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Female	250-270 g	Thoracic	Contusion	RhoA activation	twofold RhoA activation induced by injury			MASCIS impactor	10 g x 25 mm	Systemic	Ibuprofen	Subcutaneous	70 mg/kg/d	25	22		Decrease		>=200, <300	>=200, <300			
19125588	19125588	Open PDF	Wang	Wang X, Budel S, Baughman K, Gould G, Song KH, Strittmatter SM.	2009	J Neurotrauma	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	250-270 g	Thoracic	Contusion	BBB	ibuprofen: 9,4 +/- 0,5; saline: 7,7 +/- 0,7; naproxen: 6,8 +/- 0,5  at 7w	9.4 [7.7]		MASCIS impactor	10 g x 25 mm	Systemic	Ibuprofen	Subcutaneous	70 mg/kg/d	25	22		Increase	7 w	>=200, <300	>=200, <300	49	9,4	7,7
19125588	19125588	Open PDF	Wang	Wang X, Budel S, Baughman K, Gould G, Song KH, Strittmatter SM.	2009	J Neurotrauma	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	250-270 g	Thoracic	Contusion	Open field	rate of animals with hindlimb weight support			MASCIS impactor	10 g x 25 mm	Systemic	Ibuprofen	Subcutaneous	70 mg/kg/d	25	22		Increase	7 w	>=200, <300	>=200, <300			
19250688	19250688	Open PDF	Gris	Gris P, Tighe A, Thawer S, Hemphill A, Oatway M, Weaver L, Dekaban GA, Brown A.	2009	J Neuroimmunol	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Other	mediators that promote adaptive immune cell responses and wound healing			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	n/a	n/a		Increase		>=200, <300	>=300, <400			
19250688	19250688	Open PDF	Gris	Gris P, Tighe A, Thawer S, Hemphill A, Oatway M, Weaver L, Dekaban GA, Brown A.	2009	J Neuroimmunol	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	n/a	n/a		Decrease		>=200, <300	>=300, <400			
19250688	19250688	Open PDF	Gris	Gris P, Tighe A, Thawer S, Hemphill A, Oatway M, Weaver L, Dekaban GA, Brown A.	2009	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Pro-inflammatory Cytokine	pro-inflammatory cytokines (IL-6, IL-1_ and others)			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	n/a	n/a		Decrease		>=200, <300	>=300, <400			
19250688	19250688	Open PDF	Gris	Gris P, Tighe A, Thawer S, Hemphill A, Oatway M, Weaver L, Dekaban GA, Brown A.	2009	J Neuroimmunol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Inflammatory cells	hematogenous macrophage infiltration (CD8_ expression) [%]	65 [100]		Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	n/a	n/a		Decrease		>=200, <300	>=300, <400		65	100
19250688	19250688	Open PDF	Gris	Gris P, Tighe A, Thawer S, Hemphill A, Oatway M, Weaver L, Dekaban GA, Brown A.	2009	J Neuroimmunol	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Female	250-300 g	Thoracic	Compression	Other	pro-survival, anti-apoptotic genes (Survivin, Selenium Glutathione Peroxidase, IGF-1)			Clip	50 g	Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg	n/a	n/a		Increase		>=200, <300	>=300, <400			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Lesion volume			Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Decrease		>=500	>=500			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Functional	Locomotor test	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Manual Dexterity	recovery of manual dexterity (modified Brinkman board test, total number of pellets and contact time)		Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Increase		>=500	>=500			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Non-functional	Neuronal regeneration	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Axonal regeneration	normalized number of CS axons crossing midline at C5		Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Increase		>=500	>=500			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Non-functional	Neuronal regeneration	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Axonal regeneration	normalized number of axonal swellings caudal to the lesion		Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Increase		>=500	>=500			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Lesion volume			Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Decrease		>=500	>=500			
19291225	19291225	Open PDF	Freund	Freund P, Schmidlin E, Wannier T, Bloch J, Mir A, Schwab ME, Rouiller EM.	2009	Eur J Neurosci	Positive	Functional	Locomotor test	Monkey	Macaque	Adult	Male and female	3-5 kg	Cervical	Partial transection	Manual Dexterity	complete recovery of function		Unilateral			Local	Anti-Nogo-A Antibody	Intrathecal	3,7-10 mg/ml	7	6		Increase	1 w	>=500	>=500			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	190 _mol/kg	n/a	n/a		Decrease		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	BBB				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium			10	10		Increase		>=200, <300	>=200, <300	42	8,2	7,2
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium			10	10		Decrease		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	BBB	improved locomotion was highly correlated with the lesion volume,with up to 4h delay; MgCl2: 10.0 +/- 0.2 vs Saline: 7.8 +/- 0.4			Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	190 _mol/kg	n/a	n/a		Increase		>=200, <300	>=200, <300	42	12	10
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Other				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	190 _mol/kg	n/a	n/a		Increase		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Other				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	127 or 254 _mol/kg MgCl2	n/a	n/a		Increase		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume	lesion volume, relative to control [%]	67 [100]		Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	190 _mol/kg	n/a	n/a		Decrease		>=200, <300	>=200, <300		67	100
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Other				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium		127 or 254 _mol/kg MgCl2	5	n/a		Increase		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	60 mg/kg	10	10		No change		>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	No effect	Functional	Locomotor test	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Open field				Infinite Horizon Impactor	150 kdynes	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	10	10		No change	6 w	>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume				Infinite Horizon Impactor	150 kdynes	Systemic	Polyethylene Glycol (PEG)	Intravenous	1 g/kg	10	10		No change	6 w	>=200, <300	>=200, <300			
19317592	19317592	Open PDF	Kwon	Kwon BK, Roy J, Lee JH, Okon E, Zhang H, Marx JC, Kindy MS.	2009	J Neurotrauma	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	200-225 g	Thoracic	Contusion	Lesion volume				Infinite Horizon Impactor	150 kdynes	Systemic	Magnesium	Intravenous	1 g/kg	10	10		No change		>=200, <300	>=200, <300			
19350644	19350644	Open PDF	Lo	Lo TP Jr, Cho KS, Garg MS, Lynch MP, Marcillo AE, Koivisto DL, Stagg M, Abril RM, Patel S, Dietrich WD, Pearse DD.	2009	J Comp Neurol	Positive	Functional	Locomotor test	Rat	Fischer	Adult	Female	180-200 g	Cervical	Contusion	Forelimb strength	weight-supported hanging and grip strength			OSU Impactor	Displacement of 0.95 mm	Systemic	Hypothermia		33_C	13	14	15	Increase		>=100, <200	>=200, <300			
